#GeneID,Locus,Locus tag,Protein Name
30515319,"RPL43A","CAALFM_C504590CA","ribosomal 60S subunit protein L43A"
3636392,"GRR1","CAALFM_C504600CA","SCF ubiquitin ligase complex subunit"
3636393,,"CAALFM_C504610WA","hypothetical protein CAALFM_C504610WA"
3636394,,"CAALFM_C504620CA","membrane insertase"
3636395,,"CAALFM_C504630WA","transcription elongation factor"
3636397,,"CAALFM_C504640CA","hypothetical protein CAALFM_C504640CA"
3636398,"MSM1","CAALFM_C504650CA","methionine--tRNA ligase"
3636512,"TIP1","CAALFM_C504660CA","transporter"
3636513,"SRP101","CAALFM_C504670WA","Signal recognition particle receptor subunit alpha"
3636515,"PSD2","CAALFM_C504680WA","phosphatidylserine decarboxylase 2"
30515320,,"CAALFM_C504690CA","hypothetical protein CAALFM_C504690CA"
3636516,"MES1","CAALFM_C504700CA","methionine--tRNA ligase"
3636517,,"CAALFM_C504710WA","glutamyl-tRNA(Gln) amidotransferase subunit"
3636518,,"CAALFM_C504720CA","GTP cyclohydrolase I, partial"
3636520,"SSD1","CAALFM_C504730CA","mRNA-binding translational repressor"
3636441,"HYS2","CAALFM_C504740CA","DNA-directed DNA polymerase delta subunit"
3636443,"HAS1","CAALFM_C504750CA","ATP-dependent RNA helicase"
3636444,,"CAALFM_C504770WA","hypothetical protein CAALFM_C504770WA"
3636445,"ASH2","CAALFM_C504780WA","Ash2p"
3636446,,"CAALFM_C504790CA","hypothetical protein CAALFM_C504790CA"
3636447,"CRH12","CAALFM_C504800WA","Crh12p"
3636448,"PFK1","CAALFM_C504810WA","6-phosphofructokinase subunit alpha"
3636434,"SFL2","CAALFM_C504830WA","Sfl2p"
3636435,,"CAALFM_C504840CA","hypothetical protein CAALFM_C504840CA"
3636436,,"CAALFM_C504850WA","hypothetical protein CAALFM_C504850WA"
3636437,,"CAALFM_C504860CA","hypothetical protein CAALFM_C504860CA"
3636438,,"CAALFM_C504870WA","hypothetical protein CAALFM_C504870WA"
3636439,"PUT2","CAALFM_C504880CA","1-pyrroline-5-carboxylate dehydrogenase"
3636415,,"CAALFM_C504890CA","hypothetical protein CAALFM_C504890CA"
3636416,,"CAALFM_C504900CA","hypothetical protein CAALFM_C504900CA"
3636417,,"CAALFM_C504910WA","hypothetical protein CAALFM_C504910WA"
3636419,,"CAALFM_C504920CA","putative RNA helicase"
3636420,"MAL31","CAALFM_C504930CA","maltose permease"
3636421,,"CAALFM_C504940WA","hypothetical protein CAALFM_C504940WA"
3636422,,"CAALFM_C504950CA","hypothetical protein CAALFM_C504950CA"
3636423,,"CAALFM_C504960WA","hypothetical protein CAALFM_C504960WA"
3636535,"PPR1","CAALFM_C504970CA","Ppr1p"
3636536,,"CAALFM_C504980WA","hypothetical protein CAALFM_C504980WA"
3636538,,"CAALFM_C504990WA","DNA-directed RNA polymerase III subunit"
3636539,,"CAALFM_C505000CA","putative lipase"
3636540,,"CAALFM_C505010WA","hypothetical protein CAALFM_C505010WA"
3636486,,"CAALFM_C505020CA","dolichyl-diphosphooligosaccharide--protein glycotransferase"
3636487,"RIM13","CAALFM_C505030CA","Rim13p"
3636488,,"CAALFM_C505040WA","putative glycosylphosphatidylinositol-alpha 1\\2 mannosyltransferase"
3636489,"ADH1","CAALFM_C505050WA","Adh1p"
3636490,,"CAALFM_C505060CA","hypothetical protein CAALFM_C505060CA"
3636491,,"CAALFM_C505070WA","hypothetical protein CAALFM_C505070WA"
3636492,"GRF10","CAALFM_C505080WA","Grf10p"
3636493,,"CAALFM_C505090WA","hypothetical protein CAALFM_C505090WA"
3636494,"DUN1","CAALFM_C505100CA","serine/threonine protein kinase"
3636457,"TIP20","CAALFM_C505110CA","Tip20p"
3636458,"CCT3","CAALFM_C505120WA","chaperonin-containing T-complex subunit"
3636459,,"CAALFM_C505130CA","putative dephospho-CoA kinase"
3636460,,"CAALFM_C505140WA","2-dehydropantoate 2-reductase"
3636461,,"CAALFM_C505150CA","protein-lysine N-methyltransferase"
3636463,"CNB1","CAALFM_C505160CA","calcineurin regulatory subunit B"
3636464,"PAN3","CAALFM_C505170WA","Pan3p"
3636465,,"CAALFM_C505180WA","hypothetical protein CAALFM_C505180WA"
3636466,"PCL5","CAALFM_C505190WA","Pcl5p"
3636467,,"CAALFM_C505200CA","hypothetical protein CAALFM_C505200CA"
3636468,,"CAALFM_C505210WA","hypothetical protein CAALFM_C505210WA"
3636469,"CAG1","CAALFM_C505220WA","guanine nucleotide-binding protein subunit alpha"
3636470,,"CAALFM_C505230CA","ubiquinol--cytochrome-c reductase subunit"
3643506,"RFA2","CAALFM_C207120WA","Rfa2p"
3643507,"RCK2","CAALFM_C207130CA","serine/threonine protein kinase"
3643508,,"CAALFM_C207140WA","putative phosphoric monoester hydrolase"
3643509,"SMF12","CAALFM_C207160WA","divalent metal ion transporter"
3643511,"AFT2","CAALFM_C207170CA","Aft2p"
3643512,,"CAALFM_C207180WA","hypothetical protein CAALFM_C207180WA"
3643513,,"CAALFM_C207190CA","mitochondrial nucleoid protein"
3643481,,"CAALFM_C207200WA","DNA-directed RNA polymerase II core subunit"
3643482,"TPK2","CAALFM_C207210CA","cAMP-dependent protein kinase catalytic subunit"
3643483,,"CAALFM_C207220WA","hypothetical protein CAALFM_C207220WA"
3643485,"ZCF10","CAALFM_C207230CA","Zcf10p"
3643486,,"CAALFM_C207240CA","hypothetical protein CAALFM_C207240CA"
3643487,,"CAALFM_C207250CA","hypothetical protein CAALFM_C207250CA"
3643488,"DQD1","CAALFM_C207260CA","Dqd1p"
3643474,,"CAALFM_C207270WA","hypothetical protein CAALFM_C207270WA"
3643475,,"CAALFM_C207280WA","hypothetical protein CAALFM_C207280WA"
3643476,,"CAALFM_C207290WA","hypothetical protein CAALFM_C207290WA"
3643477,"RPA12","CAALFM_C207300CA","DNA-directed RNA polymerase I core subunit"
3643478,"CCT5","CAALFM_C207310WA","chaperonin-containing T-complex subunit"
3643479,"ARP3","CAALFM_C207320WA","actin-related protein 3"
3643480,"TOR1","CAALFM_C207330WA","phosphatidylinositol kinase-related protein kinase"
3645224,"NOC4","CAALFM_C207340WA","ribosome biosynthesis protein"
3645223,"MCM3","CAALFM_C207350WA","MCM DNA helicase complex subunit"
3645236,,"CAALFM_C207360WA","RNA methyltransferase"
3645233,,"CAALFM_C207370WA","hypothetical protein CAALFM_C207370WA"
3645232,"SSC1","CAALFM_C207380WA","Hsp70 family ATPase"
3645229,,"CAALFM_C207390CA","hypothetical protein CAALFM_C207390CA"
3645204,"APR1","CAALFM_C207400CA","proteinase A"
3645203,,"CAALFM_C207410WA","putative carboxylic ester hydrolase"
3645202,,"CAALFM_C207420WA","sedoheptulose-bisphosphatase"
3645201,,"CAALFM_C207430CA","trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase"
3645200,,"CAALFM_C207440CA","sterol esterase"
3645199,"RCL1","CAALFM_C207450CA","rRNA-processing endoribonuclease"
3645198,"TAF4","CAALFM_C207460WA","Taf4p"
3645196,"YCS4","CAALFM_C207470WA","condensin subunit"
3645212,"LPT1","CAALFM_C207480WA","lysophospholipid acyltransferase"
3645211,"HEM15","CAALFM_C207490WA","ferrochelatase"
3645209,"MED4","CAALFM_C207500CA","Med4p"
3645208,,"CAALFM_C207510WA","hypothetical protein CAALFM_C207510WA"
3645207,,"CAALFM_C207520CA","hypothetical protein CAALFM_C207520CA"
3645205,,"CAALFM_C207530CA","serine/threonine protein kinase"
3645222,,"CAALFM_C207540WA","hypothetical protein CAALFM_C207540WA"
3645221,,"CAALFM_C207550WA","hypothetical protein CAALFM_C207550WA"
3645220,"SWR1","CAALFM_C207560WA","chromatin-remodeling protein"
3645217,"RNR22","CAALFM_C207570WA","Rnr22p"
3645216,,"CAALFM_C207580WA","hypothetical protein CAALFM_C207580WA"
3645215,"VMA10","CAALFM_C207590WA","H(+)-transporting V1 sector ATPase subunit G"
3645214,"MSC7","CAALFM_C207600CA","meiotic recombination directing protein"
3645195,,"CAALFM_C207610CA","hypothetical protein CAALFM_C207610CA"
3645194,,"CAALFM_C207620WA","hypothetical protein CAALFM_C207620WA"
3645193,,"CAALFM_C207630CA","hypothetical protein CAALFM_C207630CA"
3645192,,"CAALFM_C207640WA","hypothetical protein CAALFM_C207640WA"
3642342,,"CAALFM_C207650CA","hypothetical protein CAALFM_C207650CA"
3642341,"PDS5","CAALFM_C207660WA","Pds5p"
3642340,"GLE1","CAALFM_C207670CA","nucleoporin"
3642339,,"CAALFM_C207680WA","mitochondrial 54S ribosomal protein YmL7/YmL5"
3642338,,"CAALFM_C207690WA","hypothetical protein CAALFM_C207690WA"
3642337,,"CAALFM_C207700CA","hypothetical protein CAALFM_C207700CA"
3642305,,"CAALFM_C207710WA","hypothetical protein CAALFM_C207710WA"
3642304,,"CAALFM_C207720CA","hypothetical protein CAALFM_C207720CA"
3642303,"YVC1","CAALFM_C207730WA","Yvc1p"
3642302,,"CAALFM_C207740WA","hypothetical protein CAALFM_C207740WA"
30515143,"RHO2","CAALFM_C207750WA","Rho family GTPase"
3642298,,"CAALFM_C207760WA","hypothetical protein CAALFM_C207760WA"
30515144,,"CAALFM_C207770CA","hypothetical protein CAALFM_C207770CA"
3642326,,"CAALFM_C207790CA","hypothetical protein CAALFM_C207790CA"
3642325,,"CAALFM_C207800WA","hypothetical protein CAALFM_C207800WA"
3642324,,"CAALFM_C207810WA","hypothetical protein CAALFM_C207810WA"
3642323,"PHO86","CAALFM_C207820CA","Pho86p"
3642322,"FLC3","CAALFM_C207830WA","Flc3p"
3642321,,"CAALFM_C207840WA","hypothetical protein CAALFM_C207840WA"
3642320,,"CAALFM_C207860WA","hypothetical protein CAALFM_C207860WA"
3642319,,"CAALFM_C207870CA","hypothetical protein CAALFM_C207870CA"
3642297,"APM4","CAALFM_C207880WA","Apm4p"
3642296,"PRS5","CAALFM_C207890WA","ribose phosphate diphosphokinase subunit"
3642295,"GDH2","CAALFM_C207900WA","glutamate dehydrogenase (NAD(+))"
30515146,,"CAALFM_C207910CA","hypothetical protein CAALFM_C207910CA"
3642294,,"CAALFM_C207920WA","diphthamide synthase"
3642293,"VRP1","CAALFM_C207930CA","Vrp1p"
3642291,"ALG7","CAALFM_C207940CA","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase"
3642290,"SEH1","CAALFM_C207950WA","Seh1p"
3642313,"NSA1","CAALFM_C207960CA","ribosome biosynthesis protein"
3642312,,"CAALFM_C207980WA","hypothetical protein CAALFM_C207980WA"
3642311,"KRE30","CAALFM_C208000CA","ATP-binding cassette family ATPase"
3642310,"BLM3","CAALFM_C208010WA","Blm3p"
3642308,,"CAALFM_C208020CA","hypothetical protein CAALFM_C208020CA"
3642309,,"CAALFM_C208030WA","hypothetical protein CAALFM_C208030WA"
30515149,"RPS10","CAALFM_C208040CA","ribosomal 40S subunit protein S10A"
3642307,"SIT1","CAALFM_C208050CA","siderophore transporter"
30515151,,"CAALFM_C208060WA","hypothetical protein CAALFM_C208060WA"
3642306,"MRS4","CAALFM_C208070CA","Fe(2+) transporter"
3642335,"IFM3","CAALFM_C208080CA","Ifm3p"
3642336,,"CAALFM_C208090WA","hypothetical protein CAALFM_C208090WA"
3642334,,"CAALFM_C208100WA","hypothetical protein CAALFM_C208100WA"
3642333,"RAD57","CAALFM_C208110WA","putative DNA-dependent ATPase"
3642332,"MAF1","CAALFM_C208120WA","RNA polymerase III-inhibiting protein"
3642331,"ARA1","CAALFM_C208130WA","D-arabinose 1-dehydrogenase (NAD(P)(+))"
3642329,"PHM7","CAALFM_C208140CA","Phm7p"
3642328,,"CAALFM_C208150WA","hypothetical protein CAALFM_C208150WA"
30515152,,"CAALFM_C208160CA","hypothetical protein CAALFM_C208160CA"
3642318,,"CAALFM_C208170WA","steryl deacetylase"
3642317,,"CAALFM_C208180CA","ribosome biosynthesis protein"
3642316,"VMA5","CAALFM_C208190WA","H(+)-transporting V1 sector ATPase subunit C"
3648342,,"CAALFM_C208200WA","hypothetical protein CAALFM_C208200WA"
30515153,"MFA1","CAALFM_C208210CA","Mfa1p"
3642344,,"CAALFM_C208240WA","hypothetical protein CAALFM_C208240WA"
3642345,,"CAALFM_C208260WA","hypothetical protein CAALFM_C208260WA"
3642347,,"CAALFM_C208270CA","casein kinase"
3648318,"EAF3","CAALFM_C208280WA","Eaf3p"
3648170,"UCF1","CAALFM_C208290CA","Ucf1p"
3648168,"TIM22","CAALFM_C208310WA","translocation channel protein"
3648167,,"CAALFM_C208320CA","hypothetical protein CAALFM_C208320CA, partial"
3648166,,"CAALFM_C208330WA","hypothetical protein CAALFM_C208330WA"
3648165,,"CAALFM_C208340CA","hypothetical protein CAALFM_C208340CA"
3640769,,"CAALFM_C208350CA","hypothetical protein CAALFM_C208350CA"
3640768,"OPT5","CAALFM_C208360CA","Opt5p"
3648254,"TEF1","CAALFM_C208370CA","translation elongation factor EF-1 alpha"
3648253,,"CAALFM_C208380CA","protein kinase activating protein, partial"
3648252,,"CAALFM_C208390WA","hypothetical protein CAALFM_C208390WA"
30515154,,"CAALFM_C208400CA","hypothetical protein CAALFM_C208400CA"
3643897,,"CAALFM_C208420WA","hypothetical protein CAALFM_C208420WA"
3643896,"PGA46","CAALFM_C208430CA","Pga46p"
3643905,,"CAALFM_C208450WA","hypothetical protein CAALFM_C208450WA"
3643903,,"CAALFM_C208460CA","hypothetical protein CAALFM_C208460CA"
3643901,"STN1","CAALFM_C208470CA","Stn1p"
3643900,"RRP8","CAALFM_C208480WA","25S rRNA (adenine645-N1)-methyltransferase"
3643899,"DSE1","CAALFM_C208490WA","Dse1p"
3643898,"RSP5","CAALFM_C208500WA","NEDD4 family E3 ubiquitin-protein ligase"
3643922,,"CAALFM_C208510WA","hypothetical protein CAALFM_C208510WA"
30515155,,"CAALFM_C208520CA","hypothetical protein CAALFM_C208520CA"
3643921,,"CAALFM_C208530CA","putative asparagine synthase"
3643920,,"CAALFM_C208540CA","hypothetical protein CAALFM_C208540CA"
3643919,"MSU1","CAALFM_C208550CA","Msu1p"
3643918,"SMC2","CAALFM_C208560WA","condensin subunit"
3643917,"ANP1","CAALFM_C208570WA","Anp1p"
3643916,,"CAALFM_C208580WA","hypothetical protein CAALFM_C208580WA"
3643915,"YWP1","CAALFM_C208590WA","Ywp1p"
3643914,"GTR1","CAALFM_C208600WA","Rag GTPase"
3643913,"ERG9","CAALFM_C208610WA","bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase"
3643912,,"CAALFM_C208620WA","hypothetical protein CAALFM_C208620WA"
3643910,,"CAALFM_C208630CA","hypothetical protein CAALFM_C208630CA"
3643909,"PST2","CAALFM_C208640CA","Pst2p"
3643908,,"CAALFM_C208650WA","hypothetical protein CAALFM_C208650WA"
3643907,,"CAALFM_C208660CA","hypothetical protein CAALFM_C208660CA"
3643906,"UTP15","CAALFM_C208670CA","snoRNA-binding rRNA-processing protein"
3643889,"MSH3","CAALFM_C208680WA","mismatch repair protein"
3643888,,"CAALFM_C208690CA","hypothetical protein CAALFM_C208690CA"
3643887,,"CAALFM_C208700CA","hypothetical protein CAALFM_C208700CA"
3643886,"PEX17","CAALFM_C208710WA","Pex17p"
3643885,,"CAALFM_C208720WA","hypothetical protein CAALFM_C208720WA"
3643884,"MFG1","CAALFM_C208730WA","Mfg1p"
3643882,,"CAALFM_C208740WA","hypothetical protein CAALFM_C208740WA"
3643881,,"CAALFM_C208750WA","hypothetical protein CAALFM_C208750WA"
3643880,"TIF4631","CAALFM_C208760CA","translation initiation factor eIF4G"
3643878,,"CAALFM_C208770CA","hypothetical protein CAALFM_C208770CA"
3643877,"RPT6","CAALFM_C208780WA","proteasome regulatory particle base subunit"
3643876,"JEM1","CAALFM_C208790WA","Jem1p"
3643875,"APE3","CAALFM_C208800CA","Ape3p"
3643874,"IPP1","CAALFM_C208810CA","inorganic diphosphatase"
3643873,"SPO11","CAALFM_C208820CA","Spo11p"
3643894,,"CAALFM_C208830WA","hypothetical protein CAALFM_C208830WA"
3643891,,"CAALFM_C208840WA","RNA methylation protein"
3643890,,"CAALFM_C208850CA","hypothetical protein CAALFM_C208850CA"
3645776,,"CAALFM_C208860WA","serine/threonine protein kinase"
3645801,"PIR1","CAALFM_C208870CA","beta-1,3-glucan linked protein"
3645800,"BUD20","CAALFM_C208880WA","Bud20p"
3645799,,"CAALFM_C208890WA","hypothetical protein CAALFM_C208890WA"
30515156,,"CAALFM_C208900WA","hypothetical protein CAALFM_C208900WA"
3645798,,"CAALFM_C208910CA","hypothetical protein CAALFM_C208910CA"
3645797,,"CAALFM_C208920WA","hypothetical protein CAALFM_C208920WA"
3645795,,"CAALFM_C208930WA","proteasome regulatory particle lid subunit"
3645794,"VPS28","CAALFM_C208940CA","ESCRT-I subunit protein"
3645788,,"CAALFM_C208950WA","hypothetical protein CAALFM_C208950WA"
3645787,,"CAALFM_C208960CA","hypothetical protein CAALFM_C208960CA"
3645786,"DFG10","CAALFM_C208970CA","putative polyprenol reductase"
3645784,"PGA55","CAALFM_C208980CA","Pga55p"
3645783,,"CAALFM_C208990CA","hypothetical protein CAALFM_C208990CA"
3645782,,"CAALFM_C209000CA","hypothetical protein CAALFM_C209000CA"
3645781,"STB3","CAALFM_C209010WA","Stb3p"
3645780,"CDC47","CAALFM_C209020WA","mini-chromosome maintenance complex protein 7"
3645793,,"CAALFM_C209030WA","hypothetical protein CAALFM_C209030WA"
3645792,,"CAALFM_C209040WA","hypothetical protein CAALFM_C209040WA"
3645791,,"CAALFM_C209050CA","hypothetical protein CAALFM_C209050CA"
3645790,"ASN1","CAALFM_C209060CA","asparagine synthase (glutamine-hydrolyzing) 2"
3644111,,"CAALFM_C209070CA","hypothetical protein CAALFM_C209070CA"
3644112,"FGR18","CAALFM_C209080CA","Fgr18p"
3644113,,"CAALFM_C209100CA","hypothetical protein CAALFM_C209100CA"
3644114,,"CAALFM_C209110CA","hypothetical protein CAALFM_C209110CA"
3644087,"IFF6","CAALFM_C209130CA","Iff6p"
3644088,"MET10","CAALFM_C209140CA","sulfite reductase subunit alpha"
3644089,"MIT1","CAALFM_C209150WA","mannosylinositol phosphorylceramide synthase catalytic subunit"
3644090,,"CAALFM_C209160WA","exosome non-catalytic core subunit"
3644091,"SLP2","CAALFM_C209170WA","Slp2p"
3644092,,"CAALFM_C209180WA","hypothetical protein CAALFM_C209180WA"
3644061,"DDR48","CAALFM_C209220WA","DNA damage-responsive protein 48"
3644063,"KIS1","CAALFM_C209230CA","Kis1p"
3644064,,"CAALFM_C209240CA","hypothetical protein CAALFM_C209240CA"
3644065,,"CAALFM_C209250WA","hypothetical protein CAALFM_C209250WA"
3644067,"GLO2","CAALFM_C209260CA","hydroxyacylglutathione hydrolase"
3644068,"SGT1","CAALFM_C209270CA","co-chaperone"
3644102,,"CAALFM_C209280CA","hypothetical protein CAALFM_C209280CA"
30515158,,"CAALFM_C209290WA","hypothetical protein CAALFM_C209290WA"
3644103,"MED18","CAALFM_C209300WA","Med18p"
3644104,,"CAALFM_C209310CA","glutamyl-tRNA(Gln) amidotransferase subunit F"
3644105,"PES1","CAALFM_C209320CA","mRNA-binding ribosome synthesis protein"
3644106,,"CAALFM_C209330CA","hypothetical protein CAALFM_C209330CA"
3644107,,"CAALFM_C209340WA","hypothetical protein CAALFM_C209340WA"
3644108,"TAZ1","CAALFM_C209350WA","lysophosphatidylcholine acyltransferase"
3644109,,"CAALFM_C209360WA","hypothetical protein CAALFM_C209360WA"
3644078,"KAR3","CAALFM_C209370CA","Kar3p"
3648397,"RRP15","CAALFM_C209380WA","Rrp15p"
3647715,"ABG1","CAALFM_C209390WA","Abg1p"
3647716,"ERG24","CAALFM_C209400CA","delta(14)-sterol reductase"
3647718,,"CAALFM_C209420WA","hypothetical protein CAALFM_C209420WA"
3647719,"RPL3","CAALFM_C209430WA","ribosomal 60S subunit protein L3"
3647713,,"CAALFM_C209460CA","hypothetical protein CAALFM_C209460CA"
3647714,"PMS1","CAALFM_C209470CA","ATP-binding mismatch repair protein"
3643819,,"CAALFM_C209480WA","hypothetical protein CAALFM_C209480WA"
3643818,"PHO13","CAALFM_C209490WA","Pho13p"
3643817,,"CAALFM_C209500WA","tRNA dihydrouridine synthase"
3643816,,"CAALFM_C209510CA","Ca(2+)-binding ATP:ADP antiporter"
3643815,"CCT2","CAALFM_C209520CA","chaperonin-containing T-complex subunit"
3643814,"EAP1","CAALFM_C209530WA","Eap1p"
3643813,,"CAALFM_C209560CA","hypothetical protein CAALFM_C209560CA"
3643811,,"CAALFM_C209570CA","hypothetical protein CAALFM_C209570CA"
3643810,"AGE2","CAALFM_C209580WA","Age2p"
3643800,,"CAALFM_C209590CA","Cu/Pi carrier"
3643799,,"CAALFM_C209600CA","hypothetical protein CAALFM_C209600CA"
3643798,,"CAALFM_C209610WA","NAD+ transporter"
3643797,,"CAALFM_C209620WA","protein disulfide isomerase"
3643796,,"CAALFM_C209630CA","hypothetical protein CAALFM_C209630CA"
3643795,"PMI1","CAALFM_C209640WA","mannose-6-phosphate isomerase"
3643794,,"CAALFM_C209650WA","hypothetical protein CAALFM_C209650WA"
3643793,,"CAALFM_C209660WA","hypothetical protein CAALFM_C209660WA"
3643792,,"CAALFM_C209670CA","iron-sulfur cluster assembly protein"
3643791,,"CAALFM_C209680WA","hypothetical protein CAALFM_C209680WA"
3643789,,"CAALFM_C209690CA","hypothetical protein CAALFM_C209690CA"
3643787,"YEA4","CAALFM_C209700WA","Yea4p"
3643786,,"CAALFM_C209710CA","hypothetical protein CAALFM_C209710CA"
3643785,"SUP35","CAALFM_C209720WA","translation termination factor GTPase eRF3"
3643784,"IPK2","CAALFM_C209730CA","inositol polyphosphate multikinase"
3643809,"SSO2","CAALFM_C209740WA","syntaxin"
3643808,"LEU42","CAALFM_C209750WA","Leu42p"
3643807,,"CAALFM_C209760WA","hypothetical protein CAALFM_C209760WA"
3643806,"INP51","CAALFM_C209770CA","phosphoinositide 5-phosphatase"
3643805,,"CAALFM_C209780CA","hypothetical protein CAALFM_C209780CA"
3643804,,"CAALFM_C209790WA","hypothetical protein CAALFM_C209790WA"
3643803,,"CAALFM_C209800CA","hypothetical protein CAALFM_C209800CA"
3643802,,"CAALFM_C209810CA","hypothetical protein CAALFM_C209810CA"
3643801,,"CAALFM_C209820WA","hypothetical protein CAALFM_C209820WA"
30515161,,"CAALFM_C209830CA","hypothetical protein CAALFM_C209830CA"
3643783,"MTW1","CAALFM_C209840WA","MIND complex subunit"
3643782,,"CAALFM_C209850CA","hypothetical protein CAALFM_C209850CA"
3643781,,"CAALFM_C209860CA","hypothetical protein CAALFM_C209860CA"
3643780,,"CAALFM_C209870WA","hypothetical protein CAALFM_C209870WA"
3643779,,"CAALFM_C209880CA","hypothetical protein CAALFM_C209880CA"
3643778,"SMM1","CAALFM_C209890WA","Smm1p"
3643777,"TIM23","CAALFM_C209900CA","protein transporter"
30515162,,"CAALFM_C209910CA","hypothetical protein CAALFM_C209910CA"
3643776,,"CAALFM_C209920WA","hypothetical protein CAALFM_C209920WA"
3643824,,"CAALFM_C209930WA","hypothetical protein CAALFM_C209930WA"
3643823,"GCN4","CAALFM_C209940WA","amino acid starvation-responsive transcription factor"
3643822,"FCY21","CAALFM_C209950WA","purine-cytosine permease"
