ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSDARG00000079012	563252	cbfa2t3	CBFA2/RUNX1 partner transcriptional co-repressor 3
ENSDARG00000079013	796987	dpy19l3	dpy-19 like C-mannosyltransferase 3
ENSDARG00000079015	566758	brca2	BRCA2 DNA repair associated
ENSDARG00000079017	100003148	tlnrd1	talin rod domain containing 1
ENSDARG00000079020	559280	gcfc2	GC-rich sequence DNA-binding factor 2
ENSDARG00000079024	101886230	rps6kl1	ribosomal protein S6 kinase-like 1
ENSDARG00000079027	324407	chsy1	chondroitin sulfate synthase 1
ENSDARG00000079029	558937	dhx32b	DEAH (Asp-Glu-Ala-His) box polypeptide 32b
ENSDARG00000079030	100005971	ftr39p	finTRIM family, member 39, pseudogene
ENSDARG00000079031	797096	si:ch211-22d5.2	si:ch211-22d5.2
ENSDARG00000079034	798996	zpax4	zona pellucida protein AX 4
ENSDARG00000079035	NA	NA	NA
ENSDARG00000079036	NA	NA	NA
ENSDARG00000079043	100320899	si:dkeyp-75b4.10	si:dkeyp-75b4.10
ENSDARG00000079045	569628	opn8b	opsin 8, group member b
ENSDARG00000079046	572091	rabl6a	RAB, member RAS oncogene family-like 6a
ENSDARG00000079049	558337	cercam	cerebral endothelial cell adhesion molecule
ENSDARG00000079050	NA	NA	NA
ENSDARG00000079055	566303	si:dkey-85a20.4	si:dkey-85a20.4
ENSDARG00000079056	556058	si:ch211-194c3.5	si:ch211-194c3.5
ENSDARG00000079059	100003524	retreg1	reticulophagy regulator 1
ENSDARG00000079062	101884198	samd1b	sterile alpha motif domain containing 1b
ENSDARG00000079064	NA	NA	NA
ENSDARG00000079065	100136848	zgc:172215	zgc:172215
ENSDARG00000079067	563643	mms19	MMS19 homolog, cytosolic iron-sulfur assembly component
ENSDARG00000079068	563275	adam12	ADAM metallopeptidase domain 12
ENSDARG00000079071	100005301	jam2b	junctional adhesion molecule 2b
ENSDARG00000079074	NA	NA	NA
ENSDARG00000079075	100148868	si:ch211-71m22.3	si:ch211-71m22.3
ENSDARG00000079076	100334116	LOC100334116	hepatocyte growth factor-like
ENSDARG00000079078	497162	si:ch211-5k11.8	si:ch211-5k11.8
ENSDARG00000079079	100196920	sult1st7	sulfotransferase family 1, cytosolic sulfotransferase 7
ENSDARG00000079080	100005455	etfbkmt	electron transfer flavoprotein subunit beta lysine methyltransferase
ENSDARG00000079089	100136859	fbxw8	F-box and WD repeat domain containing 8
ENSDARG00000079095	568715	rin1a	Ras and Rab interactor 1a
ENSDARG00000079097	568810	tanc2a	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2a
ENSDARG00000079102	563290	prrg3	proline rich and Gla domain 3
ENSDARG00000079104	797005	mfhas1	malignant fibrous histiocytoma amplified sequence 1
ENSDARG00000079105	30762	mhc2dab	major histocompatibility complex class II DAB gene
ENSDARG00000079107	568355	clec11a	C-type lectin domain containing 11A
ENSDARG00000079110	406281	cluap1	clusterin associated protein 1
ENSDARG00000079111	415164	acte1	actin, epsilon 1
ENSDARG00000079119	563874	si:ch211-229d2.5	si:ch211-229d2.5
ENSDARG00000079122	561718	tmx2a	thioredoxin-related transmembrane protein 2a
ENSDARG00000079123	563560	ikbkb	inhibitor of nuclear factor kappa B kinase subunit beta
ENSDARG00000079124	100000849	si:dkeyp-94h10.5	si:dkeyp-94h10.5
ENSDARG00000079125	101882405	sowahab	sosondowah ankyrin repeat domain family member Ab
ENSDARG00000079126	110437732	LOC110437732	uncharacterized LOC110437732
ENSDARG00000079128	393846	becn1	beclin 1, autophagy related
ENSDARG00000079129	100331502	opn4xa	opsin 4xa
ENSDARG00000079131	559983	si:dkeyp-118b1.2	si:dkeyp-118b1.2
ENSDARG00000079133	100001066	si:dkey-10c21.1	si:dkey-10c21.1
ENSDARG00000079143	100334203	si:ch73-278m9.1	si:ch73-278m9.1
ENSDARG00000079144	100190951	bcl2l11	BCL2 like 11
ENSDARG00000079145	100007503	LOC100007503	uncharacterized LOC100007503
ENSDARG00000079148	568475	nckap5l	NCK-associated protein 5-like
ENSDARG00000079150	103908774	si:ch211-276i12.9	si:ch211-276i12.9
ENSDARG00000079154	NA	NA	NA
ENSDARG00000079155	NA	NA	NA
ENSDARG00000079158	100189608	thpo	thrombopoietin
ENSDARG00000079160	100331561	srxn1	sulfiredoxin 1 homolog (S. cerevisiae)
ENSDARG00000079161	101175706	bsnb	bassoon (presynaptic cytomatrix protein) b
ENSDARG00000079163	567214	best2	bestrophin 2
ENSDARG00000079165	561989	galr1b	galanin receptor 1b
ENSDARG00000079166	565980	ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1
ENSDARG00000079167	556561	si:ch211-230g15.5	si:ch211-230g15.5
ENSDARG00000079175	568891	si:ch211-79k12.1	si:ch211-79k12.1
ENSDARG00000079183	794006	sod3b	superoxide dismutase 3, extracellular b
ENSDARG00000079185	NA	NA	NA
ENSDARG00000079187	100538180	tbx19	T-box transcription factor 19
ENSDARG00000079188	797297	nxph2b	neurexophilin 2b
ENSDARG00000079191	571844	zgc:172122	zgc:172122
ENSDARG00000079198	558011	usp13	ubiquitin specific peptidase 13
ENSDARG00000079199	565108	megf6a	multiple EGF-like-domains 6a
ENSDARG00000079201	100332862	tshz2	teashirt zinc finger homeobox 2
ENSDARG00000079202	100007906	parp2	poly (ADP-ribose) polymerase 2
ENSDARG00000079204	567145	adam11	ADAM metallopeptidase domain 11
ENSDARG00000079216	100534995	dpep2	dipeptidase 2
ENSDARG00000079217	100333716	bbs9	Bardet-Biedl syndrome 9
ENSDARG00000079219	393620	mfn1b	mitofusin 1b
ENSDARG00000079220	569192	wdr20a	WD repeat domain 20a
ENSDARG00000079221	NA	NA	NA
ENSDARG00000079222	571611	zgc:174315	zgc:174315
ENSDARG00000079227	100136845	plekhs1	pleckstrin homology domain containing, family S member 1
ENSDARG00000079229	562459	znf414	zinc finger protein 414
ENSDARG00000079231	556696	slc7a14b	solute carrier family 7 member 14b
ENSDARG00000079233	568846	si:ch211-160f23.5	si:ch211-160f23.5
ENSDARG00000079234	791193	si:ch211-285c6.2	si:ch211-285c6.2
ENSDARG00000079236	100034619	si:dkey-253d23.11	si:dkey-253d23.11
ENSDARG00000079238	100006971	trim59	tripartite motif containing 59
ENSDARG00000079241	100038787	wdr90	WD repeat domain 90
ENSDARG00000079242	NA	NA	NA
ENSDARG00000079244	100136853	pigw	phosphatidylinositol glycan anchor biosynthesis, class W
ENSDARG00000079245	100000683	si:ch211-131e11.19	si:ch211-131e11.19
ENSDARG00000079248	572077	mn1b	meningioma 1b
ENSDARG00000079249	559207	ogdhl	oxoglutarate dehydrogenase L
ENSDARG00000079250	797291	zbtb5	zinc finger and BTB domain containing 5
ENSDARG00000079251	100002407	nlgn2b	neuroligin 2b
ENSDARG00000079252	100151756	fam117ab	family with sequence similarity 117 member Ab
ENSDARG00000079253	566479	plch1	phospholipase C, eta 1
ENSDARG00000079255	796019	zgc:174935	zgc:174935
ENSDARG00000079257	799538	gemin5	gem (nuclear organelle) associated protein 5
ENSDARG00000079263	100149164	si:dkeyp-2e4.2	si:dkeyp-2e4.2
ENSDARG00000079264	564728	baiap3	BAI1 associated protein 3
ENSDARG00000079266	567676	foxe1	forkhead box E1
ENSDARG00000079267	100320305	im:7154036	im:7154036
ENSDARG00000079269	NA	NA	NA
ENSDARG00000079271	550282	dcxr	dicarbonyl/L-xylulose reductase
ENSDARG00000079274	322453	prss59.1	serine protease 59, tandem duplicate 1
ENSDARG00000079276	557472	ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1
ENSDARG00000079278	570025	zgc:174877	zgc:174877
ENSDARG00000079280	100318301	dhrsx	dehydrogenase/reductase (SDR family) X-linked
ENSDARG00000079281	559449	si:dkeyp-75h12.2	si:dkeyp-75h12.2
ENSDARG00000079283	570019	si:ch211-247j9.1	si:ch211-247j9.1
ENSDARG00000079286	568320	bcr	BCR activator of RhoGEF and GTPase
ENSDARG00000079290	566330	si:ch211-162k9.5	si:ch211-162k9.5
ENSDARG00000079291	101886094	rapgef3	Rap guanine nucleotide exchange factor (GEF) 3
ENSDARG00000079293	571892	gdpd4b	glycerophosphodiester phosphodiesterase domain containing 4b
ENSDARG00000079294	30294	or115-15	odorant receptor, family F, subfamily 115, member 15
ENSDARG00000079295	562796	cacna1bb	calcium channel, voltage-dependent, N type, alpha 1B subunit, b
ENSDARG00000079296	494052	gcga	glucagon a
ENSDARG00000079302	566702	and2	actinodin2
ENSDARG00000079305	30601	hbae3	hemoglobin alpha embryonic-3
ENSDARG00000079306	562487	rlim	ring finger protein, LIM domain interacting
ENSDARG00000079307	559970	si:dkey-205h13.1	si:dkey-205h13.1
ENSDARG00000079308	792835	tor3a	torsin family 3, member A
ENSDARG00000079310	553280	st3gal1l	ST3 beta-galactoside alpha-2,3-sialyltransferase 1, like
ENSDARG00000079312	560793	kmt2ca	lysine (K)-specific methyltransferase 2Ca
ENSDARG00000079313	100003680	pelp1	proline, glutamate and leucine rich protein 1
ENSDARG00000079315	560743	lpxn	leupaxin
ENSDARG00000079317	567965	dlc1	DLC1 Rho GTPase activating protein
ENSDARG00000079323	414273	rgmb	repulsive guidance molecule BMP co-receptor b
ENSDARG00000079324	559809	ano9b	anoctamin 9b
ENSDARG00000079325	100331045	LOC100331045	uncharacterized LOC100331045
ENSDARG00000079326	571383	cabin1	calcineurin binding protein 1
ENSDARG00000079327	565032	hmcn2	hemicentin 2
ENSDARG00000079328	108181194	wu:fc11c11	wu:fc11c11
ENSDARG00000079329	100037391	cop1	COP1 E3 ubiquitin ligase
ENSDARG00000079332	101883376	LOC101883376	endonuclease domain-containing 1 protein-like
ENSDARG00000079333	793819	cd40lg	CD40 ligand
ENSDARG00000079336	101886410	strc1	stereocilin 1
ENSDARG00000079340	555258	slc47a4	solute carrier family 47 member 4
ENSDARG00000079345	798704	si:ch211-217k17.10	si:ch211-217k17.10
ENSDARG00000079347	100007373	zgc:194659	zgc:194659
ENSDARG00000079348	110438919	LOC110438919	glutamate receptor ionotropic, NMDA 2B-like
ENSDARG00000079350	100536880	znf654	zinc finger protein 654
ENSDARG00000079352	335897	sap130b	Sin3A-associated protein b
ENSDARG00000079353	541321	nmrk1	nicotinamide riboside kinase 1
ENSDARG00000079355	571972	flrt2	fibronectin leucine rich transmembrane protein 2
ENSDARG00000079361	570453	abcg2b	ATP-binding cassette, sub-family G (WHITE), member 2b
ENSDARG00000079363	564554	lrig3	leucine-rich repeats and immunoglobulin-like domains 3
ENSDARG00000079364	103910036	LOC103910036	olfactory receptor 2T2-like
ENSDARG00000079366	558232	ppp1r9ba	protein phosphatase 1, regulatory subunit 9Ba
ENSDARG00000079369	556439	si:ch211-212g7.6	si:ch211-212g7.6
ENSDARG00000079371	571711	lrrc3ca	leucine rich repeat containing 3Ca
ENSDARG00000079372	100319064	si:ch211-264f5.6	si:ch211-264f5.6
ENSDARG00000079373	793507	fosl1b	FOS like 1, AP-1 transcription factor subunit b
ENSDARG00000079374	565459	tjp1b	tight junction protein 1b
ENSDARG00000079376	567623	zgc:174153	zgc:174153
ENSDARG00000079377	100317614	arhgef38	Rho guanine nucleotide exchange factor (GEF) 38
ENSDARG00000079378	570275	phldb1b	pleckstrin homology-like domain, family B, member 1b
ENSDARG00000079382	797948	hdx	highly divergent homeobox
ENSDARG00000079385	101884886	si:ch211-235m3.5	si:ch211-235m3.5
ENSDARG00000079387	568178	si:ch211-102c2.4	si:ch211-102c2.4
ENSDARG00000079388	565373	agrn	agrin
ENSDARG00000079391	568235	mrpl42	mitochondrial ribosomal protein L42
ENSDARG00000079393	100148042	tmprss15	transmembrane serine protease 15
ENSDARG00000079396	555839	lrfn5b	leucine rich repeat and fibronectin type III domain containing 5b
ENSDARG00000079397	100037318	cerkl	ceramide kinase-like
ENSDARG00000079399	793315	si:ch211-132p1.2	si:ch211-132p1.2
ENSDARG00000079401	569030	si:dkey-197c15.6	si:dkey-197c15.6
ENSDARG00000079402	30163	tapbp.1	TAP binding protein (tapasin), tandem duplicate 1
ENSDARG00000079403	100006301	si:dkey-204l11.1	si:dkey-204l11.1
ENSDARG00000079412	570286	ftr02	finTRIM family, member 2
ENSDARG00000079414	100536906	sez6b	seizure related 6 homolog b
ENSDARG00000079415	565734	dnajc30b	DnaJ (Hsp40) homolog, subfamily C, member 30b
ENSDARG00000079416	100126024	zgc:174895	zgc:174895
ENSDARG00000079420	100301982	dpp4	dipeptidyl-peptidase 4
ENSDARG00000079423	556532	LOC556532	delta-type opioid receptor-like
ENSDARG00000079425	103910168	LOC103910168	C-type lectin domain family 4 member E-like
ENSDARG00000079434	565444	tmem131l	transmembrane 131 like
ENSDARG00000079438	100330353	pkp3b	plakophilin 3b
ENSDARG00000079440	560235	coro2ba	coronin, actin binding protein, 2Ba
ENSDARG00000079441	NA	NA	NA
ENSDARG00000079443	100000558	vipb	vasoactive intestinal peptide b
ENSDARG00000079446	100333587	si:dkey-238f9.1	si:dkey-238f9.1
ENSDARG00000079452	566042	rbm46	RNA binding motif protein 46
ENSDARG00000079453	559291	atp8b4	ATPase phospholipid transporting 8B4
ENSDARG00000079455	561122	nlgn4xa	neuroligin 4 X-linked a
ENSDARG00000079456	568118	si:ch211-149a19.3	si:ch211-149a19.3
ENSDARG00000079457	100001169	faap100	FA core complex associated protein 100
ENSDARG00000079459	NA	NA	NA
ENSDARG00000079462	566751	si:ch211-131k2.3	si:ch211-131k2.3
ENSDARG00000079463	100003570	man2b2	mannosidase, alpha, class 2B, member 2
ENSDARG00000079467	558551	si:ch73-15b2.5	si:ch73-15b2.5
ENSDARG00000079468	100537290	rhobtb1	Rho related BTB domain containing 1
ENSDARG00000079469	NA	NA	NA
ENSDARG00000079470	798487	cdk17	cyclin-dependent kinase 17
ENSDARG00000079471	NA	NA	NA
ENSDARG00000079472	100333265	LOC100333265	proteinase-activated receptor 3-like
ENSDARG00000079473	561518	map3k21	mitogen-activated protein kinase kinase kinase 21
ENSDARG00000079474	799368	msantd2	Myb/SANT DNA binding domain containing 2
ENSDARG00000079475	NA	NA	NA
ENSDARG00000079478	100004330	mvb12bb	multivesicular body subunit 12Bb
ENSDARG00000079479	563762	gpr4	G protein-coupled receptor 4
ENSDARG00000079482	497568	gid4	GID complex subunit 4 homolog
ENSDARG00000079483	NA	NA	NA
ENSDARG00000079484	100004419	kcnt1	potassium channel, subfamily T, member 1
ENSDARG00000079486	564308	fam20a	FAM20A golgi associated secretory pathway pseudokinase
ENSDARG00000079488	100192223	zgc:195282	zgc:195282
ENSDARG00000079496	556758	bicd1a	bicaudal D homolog 1a
ENSDARG00000079497	541345	tcima	transcriptional and immune response regulator a
ENSDARG00000079499	NA	NA	NA
ENSDARG00000079500	550547	kif3cb	kinesin family member 3Cb
ENSDARG00000079501	571514	cracdlb	cracd like b
ENSDARG00000079502	556126	gal3st2	galactose-3-O-sulfotransferase 2
ENSDARG00000079504	567448	mfn2	mitofusin 2
ENSDARG00000079508	563599	fam114a2	family with sequence similarity 114 member A2
ENSDARG00000079515	566001	ptx3b	pentraxin 3, long b
ENSDARG00000079516	393577	cisd1	CDGSH iron sulfur domain 1
ENSDARG00000079517	492323	nitr1f	novel immune-type receptor 1f
ENSDARG00000079519	NA	NA	NA
ENSDARG00000079522	798560	si:ch211-184m13.4	si:ch211-184m13.4
ENSDARG00000079524	792757	znfl1g	zinc finger-like gene 1g
ENSDARG00000079525	561758	slc39a5	solute carrier family 39 member 5
ENSDARG00000079530	796618	si:dkey-17m8.1	si:dkey-17m8.1
ENSDARG00000079532	100005854	zgc:194242	zgc:194242
ENSDARG00000079534	110438923	LOC110438923	uncharacterized LOC110438923
ENSDARG00000079537	571442	ftr13	finTRIM family, member 13
ENSDARG00000079542	555484	stard13a	StAR-related lipid transfer (START) domain containing 13a
ENSDARG00000079543	100144569	dpys	dihydropyrimidinase
ENSDARG00000079544	108179091	LOC108179091	stonustoxin subunit alpha-like
ENSDARG00000079547	100536838	zbtb47b	zinc finger and BTB domain containing 47b
ENSDARG00000079549	101883603	cdc42ep1a	CDC42 effector protein (Rho GTPase binding) 1a
ENSDARG00000079552	101886283	maml3	mastermind-like transcriptional coactivator 3
ENSDARG00000079553	561001	cd83	CD83 molecule
ENSDARG00000079555	436901	ccdc85cb	coiled-coil domain containing 85C, b
ENSDARG00000079560	100535694	ptprh	protein tyrosine phosphatase receptor type H
ENSDARG00000079564	30616	myh7	myosin heavy chain 7
ENSDARG00000079570	566054	rspo2	R-spondin 2
ENSDARG00000079571	100037368	mfsd4b	major facilitator superfamily domain containing 4B
ENSDARG00000079572	562569	plcd3b	phospholipase C, delta 3b
ENSDARG00000079575	570215	aff3	AF4/FMR2 family, member 3
ENSDARG00000079578	393229	rbpms2b	RNA binding protein, mRNA processing factor 2b
ENSDARG00000079581	100000797	nyap2a	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2a
ENSDARG00000079584	557813	zgc:194930	zgc:194930
ENSDARG00000079585	323182	pkn3	protein kinase N3
ENSDARG00000079586	336252	gabrb2a	gamma-aminobutyric acid type A receptor subunit beta2a
ENSDARG00000079588	449937	castor1	cytosolic arginine sensor for mTORC1 subunit 1
ENSDARG00000079589	100170809	si:dkeyp-73d8.6	si:dkeyp-73d8.6
ENSDARG00000079591	101886694	si:ch211-203d1.3	si:ch211-203d1.3
ENSDARG00000079602	100005130	calhm3	calcium homeostasis modulator 3
ENSDARG00000079603	110439304	LOC110439304	5-hydroxytryptamine receptor 3A-like
ENSDARG00000079605	368664	prmt5	protein arginine methyltransferase 5
ENSDARG00000079608	100330698	sgpp2	sphingosine-1-phosphate phosphatase 2
ENSDARG00000079610	565037	akap9	A kinase (PRKA) anchor protein 9
ENSDARG00000079611	561895	sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C
ENSDARG00000079613	560775	sall3a	spalt-like transcription factor 3a
ENSDARG00000079614	100301513	ftr34	finTRIM family, member 34
ENSDARG00000079616	336311	cramp1	cramped chromatin regulator homolog 1
ENSDARG00000079618	100126142	sik2a	salt-inducible kinase 2a
ENSDARG00000079620	100144409	amigo1	adhesion molecule with Ig-like domain 1
ENSDARG00000079622	569968	frmd5	FERM domain containing 5
ENSDARG00000079623	571832	ubtd1b	ubiquitin domain containing 1b
ENSDARG00000079624	100885784	amer1	APC membrane recruitment protein 1
ENSDARG00000079625	567770	atr	ATR serine/threonine kinase
ENSDARG00000079626	387534	elf2b	E74-like factor 2b (ets domain transcription factor)
ENSDARG00000079631	555616	si:ch211-113e8.10	si:ch211-113e8.10
ENSDARG00000079632	571834	si:dkey-28b4.7	si:dkey-28b4.7
ENSDARG00000079634	NA	NA	NA
ENSDARG00000079636	100126028	fam177a1	family with sequence similarity 177 member A1
ENSDARG00000079637	559835	alpk2	alpha-kinase 2
ENSDARG00000079639	561451	prrc2b	proline-rich coiled-coil 2B
ENSDARG00000079645	NA	NA	NA
ENSDARG00000079647	799648	muc13b	mucin 13b, cell surface associated
ENSDARG00000079651	570430	si:ch1073-174d20.2	si:ch1073-174d20.2
ENSDARG00000079652	100329847	caap1	caspase activity and apoptosis inhibitor 1
ENSDARG00000079653	541440	cyp2x6	cytochrome P450, family 2, subfamily X, polypeptide 6
ENSDARG00000079654	553279	st3gal1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
ENSDARG00000079656	797104	LOC797104	protein FAM171A2-like
ENSDARG00000079657	NA	NA	NA
ENSDARG00000079659	799626	wdr53	WD repeat domain 53
ENSDARG00000079661	571502	LOC571502	free fatty acid receptor 3-like
ENSDARG00000079664	565385	zgc:172341	zgc:172341
ENSDARG00000079665	568637	gpr158b	G protein-coupled receptor 158b
ENSDARG00000079670	566023	lrrc7	leucine rich repeat containing 7
ENSDARG00000079671	559888	plppr4a	phospholipid phosphatase related 4a
ENSDARG00000079672	568741	efl1	elongation factor like GTPase 1
ENSDARG00000079679	571489	cep112	centrosomal protein 112
ENSDARG00000079681	100332822	LOC100332822	mucin-5AC
ENSDARG00000079684	557363	taf6l	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor
ENSDARG00000079686	100192212	naa30	N-alpha-acetyltransferase 30, NatC catalytic subunit
ENSDARG00000079687	560444	rnf10	ring finger protein 10
ENSDARG00000079688	NA	NA	NA
ENSDARG00000079697	797835	zgc:194908	zgc:194908
ENSDARG00000079698	436801	asb13a.1	ankyrin repeat and SOCS box containing 13a, tandem duplicate 1
